religion,page,text
christianity,Nun,"A nun is a woman who vows to dedicate her life to religious service and contemplation, typically living under vows of poverty, chastity, and obedience in the enclosure of a monastery or convent. The term is often used interchangeably with religious sisters, who do take simple vows but live an active vocation of prayer and charitable work in the wider society."
christianity,Nun,"In Christianity, nuns are found in the Catholic, Oriental Orthodox, Eastern Orthodox, Lutheran, and Anglican and some Presbyterian traditions,  as well as other Christian denominations. In the Buddhist tradition, female monastics are known as Bhikkhuni, and take several additional vows compared to male monastics (bhikkhus)."
christianity,Nun,"Nuns are most common in Mahayana Buddhism, but have more recently become more prevalent in other traditions."
christianity,Evangelicalism,"Evangelicalism (), also called evangelical Christianity, is a worldwide, interdenominational movement within Protestant Christianity that emphasizes evangelism, or the preaching and spreading of the Christian gospel. The term evangelical is derived from the Koine Greek word  εὐαγγέλιον (euangelion), meaning ""good news,"" in reference to the message of salvation through Jesus Christ."
christianity,Evangelicalism,"Evangelicalism typically places a strong emphasis on personal conversion, often described as being ""born again"", and regards the Bible as the ultimate authority in matters of faith and practice. The definition and scope of evangelicalism are subjects of debate among theologians and scholars."
christianity,Evangelicalism,"Some critics argue that the term encompasses a wide and diverse range of beliefs and practices, making it difficult to define as a coherent or unified movement. The theological roots of evangelicalism can be traced to the Protestant Reformation in 16th-century Europe, which emphasized the authority of Scripture and the preaching of the gospel; historically, the term Evangelical referred to the Evangelical-Lutheran Churches, which use this descriptor to emphasize ""adherence to the pure evangelical or gospel doctrines, and to the Scriptures in general""."
christianity,Evangelicalism,"The modern evangelical movement is generally dated to around 1734, influenced by theological currents such as Pietism, Puritanism, Quakerism, and Moravianism—notably the work of Nicolaus Zinzendorf and the Herrnhut community. Evangelicalism gained momentum during the First Great Awakening, with figures like John Wesley and the early Methodists playing central roles."
christianity,Evangelicalism,"It has had a longstanding presence in the Anglosphere, particularly in the United Kingdom and the United States, before expanding globally in the 19th, 20th, and early 21st centuries. The movement grew substantially during the 18th and 19th centuries, notably through the series of religious revivals known as the Great Awakening in the United States and various revival movements and reform efforts in Britain."
christianity,Evangelicalism,"Today, evangelicals are found across many Protestant denominations and global contexts, without being confined to a single tradition. Notable evangelical leaders have included:     Nicolaus Zinzendorf, George Fox, John Wesley, George Whitefield, Jonathan Edwards, Billy Graham, Bill Bright, Harold Ockenga, Gudina Tumsa, John Stott, Francisco Olazábal, William J."
christianity,Evangelicalism,"Seymour, Luis Palau, Os Guinness and Martyn Lloyd-Jones. The World Evangelical Alliance claims 600 million believers in 2025, accounting for roughly one in four Christians."
christianity,Evangelicalism,"In the United States, evangelicals make up about a quarter of the population and represent the largest religious group. Evangelicalism is a transdenominational movement found across many Protestant denominations, including Reformed traditions such as Presbyterianism and Congregationalism, Anglicanism, Plymouth Brethren, Baptists, Methodism (especially in the Wesleyan–Arminian tradition), Lutheranism, Moravians, Free Church bodies, Mennonites, Quakers, Pentecostal and charismatic movements, and various non-denominational churches."
judaism,Judaism,"Judaism (Hebrew: יַהֲדוּת, romanized: Yahăḏūṯ) is an Abrahamic, monotheistic, ethnic religion that comprises the collective spiritual, cultural, and legal traditions of the Jewish people. Religious Jews regard Judaism as their means of observing the Mosaic covenant, which they believe was established between God and the Jewish people."
judaism,Judaism,"The religion is considered one of the earliest monotheistic religions. Judaism as a religion and culture is founded upon a diverse body of texts, traditions, theologies, and worldviews."
judaism,Judaism,"Among Judaism's core texts are the Torah (Biblical Hebrew: תּוֹרָה, lit. 'Teaching'), the Nevi'im (נְבִיאִים, 'Prophets'), and the Ketuvim (כְּתוּבִים, 'Writings'), which together compose the Hebrew Bible."
judaism,Judaism,"In Modern Hebrew, the Hebrew Bible is often referred to as the Tanakh (תַּנַ׳׳ךּ, Tanaḵ)—an acronym of its constituent divisions—or the Miqra (מִקְרָא, Miqrāʾ, '[that which is] called out'). With some differences in order and content, what Christianity calls the Old Testament has the same books as the Hebrew Bible."
judaism,Judaism,"In addition to scripture, Jewish religious texts include the Oral Torah (תּוֹרָה שֶׁבְּעַל־פֶּה, Tōrā šebbəʿal-pe, 'Torah of the mouth'), comprising the Mishnah, Talmud, Tosefta, and Jewish legal Midrashim (מִדְרָשִׁים, 'Studies' or 'Expositions'); Halakha (הֲלָכָה, 'the Way'), or Jewish law; Aggadah (אָגָּדָה, 'Narrative'); and responsa. The Hebrew word torah can mean ""teaching"", ""law"", or ""instruction"", but ""Torah"" can also be used as a general term for any Jewish text or teaching that expands or elaborates on the original Five Books of Moses."
judaism,Judaism,"Representing the core of the Jewish spiritual and religious tradition, the Torah is both a term and a set of teachings that are explicitly self-positioned as encompassing at least seventy—and potentially infinite—facets and interpretations. Judaism's texts, traditions, and values strongly influenced later Abrahamic religions, including Christianity and Islam."
judaism,Judaism,"Hebraism, like Hellenism, significantly influenced Western civilization as a key background element in the development of early Christianity. There are a variety of Jewish religious movements, most of which emerged from Rabbinic Judaism, which holds that God revealed his laws and commandments to Moses on Mount Sinai in both the Written Torah (תּוֹרָה שֶׁבִּכְתָב, Tōrā šebbīḵṯāv) and Oral Torah."
judaism,Judaism,"Historically, all or part of this assertion was challenged by groups like the Sadducees and practitioners of Hellenistic Judaism during the Second Temple period; the Karaites; and among segments of the modern non-Orthodox denominations. Some modern branches of Judaism, such as Humanistic Judaism, may be considered secular or nontheistic."
judaism,Judaism,"Today, the largest Jewish religious movements are Orthodox Judaism (including Haredi and Modern Orthodox Jews), Conservative Judaism, and Reform Judaism. Major sources of difference between these groups are their approaches to Halakha (Jewish law), rabbinic authority, and Rabbinic literature, and the significance of the State of Israel."
judaism,Judaism,"Orthodox Judaism maintains that the Torah and Halakha are explicitly divine in origin, eternal, and unalterable, and that they should be strictly followed. Conservative and Reform Judaism are more liberal, with Conservative Judaism generally promoting a more traditionalist interpretation of Judaism's requirements than Reform Judaism."
judaism,Judaism,"A typical Reform position is that Halakha should be viewed as a set of general guidelines rather than as a set of restrictions and obligations whose observance is required of all Jews. Historically, rabbinical courts known as batei din (בָּתֵּי דִּין, 'houses of judgement'; sing."
judaism,Judaism,"Batei din are still existent, but the practice of Judaism is mostly voluntary. Authority on theological and legal matters is not vested in any one person or organization but in the Jewish texts and the rabbis and scholars who interpret them."
judaism,Judaism,"Jews are an ethnoreligious group including those born Jewish and those who have converted to Judaism. In 2025, the world Jewish population was estimated at 14.8 million, although religious observance varies from strict to non-existent."
judaism,Jews,"Jews (Hebrew: יְהוּדִים‎, ISO 259-2: Yehudim, Israeli pronunciation: [jehuˈdim]), or the Jewish people, are an ethnoreligious group and nation, originating from the Israelites of ancient Israel and Judah. They traditionally adhere to Judaism."
judaism,Jews,"Jewish ethnicity, religion, and community are highly interrelated, as Judaism is an ethnic religion, though many ethnic Jews do not practice it. Jews regard converts to Judaism as members of the Jewish nation, pursuant to the long-standing conversion process."
judaism,Jews,"The Israelites emerged from the pre-existing Canaanite peoples to establish the kingdoms of Israel and Judah in the Southern Levant during the Iron Age. Originally, Jews referred to the inhabitants of Judah, and were distinguished from the gentiles and the Samaritans."
judaism,Jews,"According to the Hebrew Bible, these inhabitants predominantly originate from the tribe of Judah, who were descendants of Judah, the fourth son of Jacob. The tribe of Benjamin were another significant demographic in Judah and were considered Jews too."
judaism,Jews,"By the late 6th century BCE, Judaism had evolved from the Israelite religion, dubbed Yahwism (for Yahweh) by modern scholars, having a theology that religious Jews believe to be the expression of the Mosaic covenant between God and the Jewish people. After the Babylonian exile, Jews referred to followers of Judaism, descendants of the Israelites, citizens of Judea, or allies of the Judean state."
judaism,Jews,"Jewish migration within the Mediterranean region during the Hellenistic period, followed by population transfers, caused by events like the Jewish–Roman wars, gave rise to the Jewish diaspora, consisting of diverse Jewish communities that maintained their sense of Jewish history, identity, and culture. In the following millennia, Jewish diaspora communities coalesced into three major ethnic subdivisions according to where their ancestors settled: the Ashkenazim (Central and Eastern Europe), the Sephardim (Iberian Peninsula), and the Mizrahim (Middle East and North Africa)."
judaism,Jews,"While these three major divisions account for most of the world's Jews, there are other smaller Jewish groups outside of the three. Prior to World War II, the global Jewish population reached a peak of 16.7 million, representing around 0.7% of the world's population at that time."
judaism,Jews,"During World War II, approximately six million Jews throughout Europe were systematically murdered by Nazi Germany in a genocide known as the Holocaust. Since then, the population has slowly risen again, and as of 2021, was estimated to be at 15.2 million by the demographer Sergio Della Pergola or less than 0.2% of the total world population in 2012."
judaism,Jews,"Today, over 85% of Jews live in Israel or the United States. Israel, whose population is 73.9% Jewish, is the only country where Jews comprise more than 2.5% of the population."
judaism,Jews,"Jews have significantly influenced and contributed to the development and growth of human progress in many fields, both historically and in modern times, including in science and technology, philosophy, ethics, literature, governance, business, art, music, comedy, theatre, cinema, architecture, food, medicine, and religion. Jews founded Christianity and had an indirect but profound influence on Islam."
judaism,Jews,"In these ways and others, Jews have played a significant role in the development of Western culture."
judaism,Torah,"The Torah (; Biblical Hebrew: תּוֹרָה, romanized: tōrā, lit. ""instruction"", ""teaching"", or ""law"") is the compilation of the first five books of the Hebrew Bible, namely the books of Genesis, Exodus, Leviticus, Numbers and Deuteronomy."
judaism,Torah,"The Torah is also known as the Pentateuch () or the Five Books of Moses. In Rabbinical Jewish tradition it is also known as the Written Torah (תּוֹרָה שֶׁבִּכְתָב, Tōrā šebbīḵṯāv)."
judaism,Torah,"If meant for liturgic purposes, it takes the form of a Torah scroll (Hebrew: ספר תורה Sefer Torah). If in bound book form, it is called Chumash, and is usually printed with the rabbinic commentaries (perushim)."
judaism,Torah,"In rabbinic literature, the word Torah denotes both the five books (תורה שבכתב, ""Torah that is written"") and the Oral Torah (תורה שבעל פה, ""Torah that is spoken""). It has also been used, however, to designate the entire Hebrew Bible."
judaism,Torah,"The Oral Torah consists of interpretations and amplifications which according to rabbinic tradition have been handed down from generation to generation and are now embodied in the Talmud and Midrash. Rabbinic tradition's understanding is that all of the teachings found in the Torah (both written and oral) were given by God through the prophet Moses, some at Mount Sinai and others at the Tabernacle, and all the teachings were written down by Moses, which resulted in the Torah that exists today."
judaism,Torah,"According to the Midrash, the Torah was created prior to the creation of the world, and was used as the blueprint for Creation. Though hotly debated, the general trend in biblical scholarship is to recognize the final form of the Torah as a literary and ideological unity, based on earlier sources, largely complete by the Persian period, with possibly some later additions during the Hellenistic period."
judaism,Torah,The words of the Torah are written on a scroll by a scribe (sofer) in Hebrew. A Torah portion is read every Monday morning and Thursday morning at a shul (synagogue) and as noted later in this article a part is also read on Saturdays.
judaism,Torah,"In some synagogues, but not all, the reading is done only if there are ten males above the age of thirteen. Today most ""movements"" of Judaism accept ten adult Jews as meeting the requirement for reading a Torah portion."
judaism,Torah,"Reading the Torah publicly is one of the bases of Jewish communal life. The Torah is also considered a sacred book outside Judaism; in Samaritanism, the Samaritan Pentateuch is a text of the Torah written in the Samaritan script and used as sacred scripture by the Samaritans; the Torah is also common among all the different versions of the Christian Old Testament; in Islam, the tawrāh (Arabic: توراة‎) is the Arabic name for the Torah within its context as an Islamic holy book believed by Muslims to have been given by God to the prophets and messengers amongst the Children of Israel."
judaism,Synagogue,"A synagogue or synagog, 'Beit Kneset'—""house of gathering"" in Hebrew, also called a shul (meaning school in Yiddish) or a temple, is a place of worship for Jews or Samaritans. It serves as a house of prayer."
judaism,Synagogue,"It includes a main sanctuary with the Torah ark where the Torah scrolls are kept (called an Holy Closet aron qodesh (Hebrew: אָרוֹן קׄדֶש) by Ashkenazi Jews and a hekhal (היכל) by Sephardic Jews), and a stage called bema in front of it as well as raised galleries for female worshipers. Synagogues have religious services or ceremonies such as Daily prayers, Shabbat prayers (Saturday) weddings, bar and bat mitzvahs."
judaism,Synagogue,"Synagogues often also contain study rooms, social halls, administrative and charitable offices, classrooms for religious and Hebrew studies, and spaces for community gatherings. They frequently display commemorative, historic, or modern artwork alongside items of Jewish historical significance or exhibits about the synagogue itself."
judaism,Synagogue,"Synagogues are buildings used for Jewish prayer, study, assembly, and reading of the Torah. The Torah (Pentateuch or Five Books of Moses) is traditionally read in its entirety over a period of a year in weekly portions during services, or in some synagogues on a triennial cycle."
judaism,Synagogue,"However, the edifice of a synagogue as such is not essential for holding Jewish worship. Halakha (Jewish law from the Mishnah—the ""Oral Torah"") states that communal Jewish worship can be carried out wherever a minyan, a group of at least 10 Jewish adults, is assembled, often (but not necessarily) led by a rabbi."
judaism,Synagogue,"This minyan is the essence of Jewish communal worship, which can also be conducted alone or with fewer than ten people, but that excludes certain prayers as well as communal Torah reading. In terms of its specific ritual and liturgical functions, the synagogue does not replace the long-destroyed Temple in Jerusalem."
judaism,Synagogue,"Any Jew or group of Jews can build a synagogue. Synagogues have been constructed by ancient Jewish leaders, wealthy patrons, and as part of a wide range of human institutions, including secular educational institutions, governments, and hotels."
judaism,Synagogue,"They have been built by the entire Jewish community living in a particular village or region, or by sub-groups of Jewish people organized by occupation, tradition/background (e.g., the Sephardic, Yemenite, Romaniote or Persian Jews of a town), style of religious observance (e.g., Orthodox or Reform synagogues), or by the followers of a particular rabbi, such as the shtiebelekh (Yiddish: שטיבעלעך, romanized: shtibelekh, singular שטיבל shtibl) of Hasidic Judaism."
judaism,Kippah,"kippot), yarmulke, or koppel is a brimless Jewish skullcap, usually made of cloth, traditionally worn by Jewish men and sometimes women to fulfill the customary requirement that the head should be covered. It is the most common type of head-covering worn by men in  Jewish communities during prayers and by most Orthodox Jewish men at most other times."
judaism,Kippah,"Among non-Orthodox Jewish individuals, some wear them at most times, while most wear them only during prayer, while attending a synagogue, or at other ceremonies, and others wear them rarely or never."
judaism,Kosher,"Kashrut (also kashruth or kashrus, Hebrew: כַּשְׁרוּת‎) is a set of dietary laws dealing with the foods that Jewish people are permitted to eat and how those foods must be prepared according to Jewish religious law. Food that may be consumed is deemed kosher (  in English, Yiddish: כּשר), from the Ashkenazi pronunciation of the term that in Sephardi or Modern Hebrew is pronounced kashér (כָּשֵׁר‎), meaning ""fit"" (in this context: ""fit for consumption"")."
judaism,Kosher,"Food that may not be consumed is deemed treif ( in English, Yiddish: טרײף), also spelled treyf (Yiddish: טריף). In case of objects the opposite of kosher is pasúl ( in English, Yiddish: פָּסוּל)."
judaism,Kosher,"Although the details of the laws of kashrut are numerous and complex, they rest on a few basic principles:

Only certain types of mammals, birds, and fish, meeting specific criteria are kosher; the consumption of the flesh of any animals that do not meet these criteria, such as pork, frogs, and shellfish, is forbidden, except for locusts, which are the only kosher invertebrate. The most basic eating rule in the Torah is that blood is not to be consumed; therefore, as a step to being kosher, mammals and birds must be slaughtered according to a process known as shechita, in which a certified ritual slaughterer, called a shochet, severs the trachea, esophagus, carotid arteries, and jugular veins in a single, quick cut using an ultra-sharp instrument called a chalaf; doing so causes rapid and massive blood loss."
judaism,Kosher,"The meat must still go through a process known as koshering or kashering to be considered fit for consumption. The three approved methods are broiling, roasting, and soaking and salting."
judaism,Kosher,Meat and meat derivatives may never be mixed with milk and milk derivatives. Separate equipment must be used for the storage and preparation of meat-based and dairy-based foods.
judaism,Shabbat,"Shabbat (UK: , US: , or ; Hebrew: שַׁבָּת‎, [ʃa'bat], lit. 'rest' or 'cessation') or the Sabbath (), also called Shabbos (UK: , US: ) by Ashkenazim, is Judaism's day of rest on the seventh day of the week—i.e., Saturday."
judaism,Shabbat,"On this day, religious Jews remember the biblical stories describing the creation of the heaven and earth in six days and the redemption from slavery and the Exodus from Egypt. Since the Jewish religious calendar counts days from sunset to sunset, Shabbat begins in the evening of what on the civil calendar is Friday."
judaism,Shabbat,"Shabbat observance entails refraining from work activities, and engaging in restful activities to honor the day. Judaism's traditional position is that the unbroken seventh-day Shabbat originated among the Jewish people as their first and most sacred institution."
judaism,Shabbat,"Variations upon Shabbat are widespread in Judaism and, with adaptations, throughout the Abrahamic and many other religions. According to halakha (Jewish religious law), Shabbat is observed from a few minutes before the sun sets on Friday evening until the appearance of three stars in the sky on Saturday night, or an hour after sundown."
judaism,Shabbat,"Shabbat is ushered in by lighting candles and reciting blessings over wine and bread. Traditionally, three festive meals are eaten: The first one is held on Friday evening, the second is traditionally a lunch meal on Saturday, and the third is held later Saturday afternoon."
judaism,Shabbat,"The evening meal and the early afternoon meal typically begin with a blessing called kiddush (sanctification), said over a cup of wine. At the third meal a kiddush is not performed, but the hamotzi blessing is recited and challah (braided bread) is eaten."
judaism,Shabbat,"In many communities, this meal is often eaten in the period after the afternoon prayers (Minchah) are recited and shortly before Shabbat is formally ended with a Havdalah ritual. Shabbat is a festive day when Jews exercise their freedom from the regular labours of everyday life."
judaism,Shabbat,"It offers an opportunity to contemplate the spiritual aspects of life and to spend time with family. The end of Shabbat is traditionally marked by a ritual called Havdalah, during which blessings are said over wine (or grape juice), aromatic spices, and Havdalah candle lighting, separating Shabbat from the rest of the week."
judaism,The Holocaust,"The Holocaust, known in Hebrew as the Shoah, was the genocide of European Jews during World War II. From 1941 to 1945, Nazi Germany and its collaborators systematically murdered around six million Jews across German-occupied Europe, approximately two-thirds of Europe's Jewish population."
judaism,The Holocaust,"The murders were committed primarily through mass shootings across Eastern Europe and poison gas chambers in extermination camps, chiefly Auschwitz-Birkenau, Treblinka, Belzec, Sobibor, Chełmno and Majdanek death camps in occupied Poland. Concurrent Nazi persecutions killed millions of other non-Jewish civilians and prisoners of war (POWs); the term Holocaust is sometimes used to include the murder and persecution of non-Jewish groups, such as the Romani and Soviet POWs."
judaism,The Holocaust,"The Nazis developed their ideology based on racism and pursuit of ""living space"", and seized power in early 1933. Meant to force all German Jews to emigrate, regardless of means, the regime passed anti-Jewish laws, encouraged violence, and orchestrated a nationwide pogrom known as Kristallnacht in November 1938."
judaism,The Holocaust,"After Germany's invasion of Poland in September 1939, occupation authorities began to establish ghettos to segregate Jews. Following the June 1941 invasion of the Soviet Union, 1.5 to 2 million Jews were murdered by German forces and local collaborators."
judaism,The Holocaust,"The Nazis first targeted Jewish Red Army POWs and male civilians, but quickly escalated to murdering Jewish women and children. By early 1942, following the Wannsee Conference presided by Reinhard Heydrich, the Nazis' Final Solution was implemented to murder all Jews in Europe."
judaism,The Holocaust,"Some historians note that Adolf Hitler frequently communicated major policy decisions verbally to Heinrich Himmler rather than through written directives. Victims were deported to extermination camps where those who had survived the trip were gassed, while others were sent to forced labor camps where many died from starvation, abuse, exhaustion, or being used as test subjects in experiments."
judaism,The Holocaust,Property belonging to murdered Jews was redistributed to the German occupiers and other non-Jews. The murder rate was most intense during Operation Reinhard from March 1942 to November 1943.
judaism,The Holocaust,"Although the majority of Holocaust victims died in 1942, the mass murders continued until the end of the war in 1945. Many Jewish survivors emigrated from Europe after the war."
judaism,The Holocaust,"A few Holocaust perpetrators faced criminal trials. Billions of dollars in reparations have been paid, although falling short of the losses suffered by the European Jews."
judaism,The Holocaust,"The Holocaust has also been commemorated in museums, memorials, and culture. It is considered to be the single deadliest genocide in human history, and has become central to Western historical consciousness as a symbol of the ultimate human evil."
judaism,Antisemitism,"Antisemitism, or Jew-hatred, is hostility to, prejudice towards, or discrimination against Jews. A person who harbours it is called an antisemite."
judaism,Antisemitism,Whether antisemitism is considered a form of racism depends on the school of thought. Antisemitic tendencies may be motivated primarily by negative sentiment towards Jews as a people or negative sentiment towards Jews with regard to Judaism.
judaism,Antisemitism,"In the former case, usually known as racial antisemitism, a person's hostility is driven by the belief that Jews constitute a distinct race with inherent traits or characteristics that are repulsive or inferior to the preferred traits or characteristics within that person's society. In the latter case, known as religious antisemitism, a person's hostility is driven by their religion's perception of Jews and Judaism, typically encompassing doctrines of supersession that expect or demand that Jews turn away from Judaism and submit to the religion presenting itself as Judaism's successor faith—this is a common theme within the other Abrahamic religions."
judaism,Antisemitism,"The development of racial and religious antisemitism has historically been encouraged by anti-Judaism, which is distinct from antisemitism itself. There are various ways in which antisemitism is manifested, ranging in the level of severity of Jewish persecution."
judaism,Antisemitism,"On the more subtle end, it consists of expressions of hatred or discrimination against individual Jews and may or may not be accompanied by violence. At the extreme, it consists of pogroms or genocide, which may or may not be state-sponsored."
judaism,Antisemitism,"Although the term antisemitism did not come into common usage until the 19th century, it is also applied to previous and later anti-Jewish incidents. Historically, most of the world's violent antisemitic events have taken place in Europe, where modern antisemitism began to emerge from antisemitism in Christian communities during the Middle Ages."
judaism,Antisemitism,"Since the early 20th century, there has been a sharp rise in antisemitic incidents across the Arab world, largely due to the advent of Arab antisemitic conspiracy theories, which were influenced by European antisemitic conspiracy theories. Beginning in 1879, the compound word Antisemitismus was first used in print in Germany as a ""scientific-sounding term"" for Judenhass (lit."
judaism,Antisemitism,"'Jew-hatred'), and it has since been used to refer to anti-Jewish sentiment alone. In the 21st century, the idea that there is a variation of antisemitism known as ""new antisemitism"" has been discussed."
judaism,Antisemitism,"According to this view, since Israel is a Jewish state, expressions of anti-Zionist positions could harbour antisemitic sentiments, and criticism of Israel can serve as a vehicle for attacks against Jews in general."
judaism,Rabbi,"A rabbi ( ; Hebrew: רַבִּי, romanized: rabbī, IPA: [ʁǝbːi]) is a Jewish preacher and religious leader in Judaism. A person becomes a rabbi by being ordained by another rabbi — known as Semikhah — following a course of study of Jewish history and texts, including the Tanakh, Midrash, Mishnah, Tosefta, Talmud, Halakha, and rabbinic commentaries thereon."
judaism,Rabbi,"The basic form of the rabbi developed between the Second Temple (167 BCE–73 CE)—being heavily influenced by the Pharisees—and Rabbinic periods (70–640 CE), when learned teachers—overlapping with the Tannaim, Amoraim, Savoraim, and early Geonim—assembled to codify Judaism's written and oral laws. The title ""rabbi"" was first used in the first century CE."
judaism,Rabbi,"In more recent centuries, the duties of a rabbi became increasingly influenced by the duties of the Protestant Christian minister, hence the title ""pulpit rabbis."" Further, in 19th-century Germany and the United States, rabbinical activities such as delivering sermons, pastoral counseling, and representing the community to the outside all increased in importance. Within the various Jewish denominations, there are different requirements for rabbinic ordination, and differences in opinion regarding who is recognized as a rabbi."
judaism,Rabbi,"Non-Orthodox movements, including Conservative Judaism, Reform Judaism, Reconstructionist Judaism, and Jewish Renewal, have set their requirements for semikhah based on what they consider halakhic reasons (as in Conservative Judaism) and ethical reasons (as in Reform and Reconstructionist Judaism)."
judaism,Zionism,"Zionism is an ethnocultural nationalist movement that emerged in late 19th-century Europe to establish and support a Jewish homeland through colonization in the region of Palestine, which roughly corresponds to the Land of Israel in Judaism—itself central to Jewish history. Zionists wanted to create a Jewish state in Palestine with as much land, as many Jews, and as few Palestinian Arabs as possible."
judaism,Zionism,"Zionism was the main force behind the creation of the State of Israel in 1948, and remains the country's dominant ideology today. Zionism initially emerged in Central and Eastern Europe as a secular nationalist movement in the late 19th century, in reaction to new waves of antisemitism and in response to the Haskalah, or Jewish Enlightenment."
judaism,Zionism,"By the beginning of the 20th century, the Zionist movement, led by Theodor Herzl, associated this national revival with lands in Palestine, a region then under Ottoman rule. The arrival of Zionist settlers in Palestine during this period is widely seen as marking the start of the Israeli–Palestinian conflict."
judaism,Zionism,"Zionists justified their claim to Palestine by emphasizing historical ties to it, arguing that the Jewish claim outweighed that of the Palestinian Arab population. In the 1917 Balfour Declaration, Britain declared its support for ""the establishment in Palestine of a national home for the Jewish people""."
judaism,Zionism,"The 1922 Mandate for Palestine placed Britain in control of Palestine until 1948, when the State of Israel declared its independence and war broke out. During the war, Israel expanded its territory to control over 78% of former Mandatory Palestine."
judaism,Zionism,"After the 1948 Palestinian expulsion and flight, an estimated 160,000 of 870,000 Palestinians in the territory remained, forming a Palestinian minority in Israel. Zionist views have varied over time and are not uniform, resulting in a variety of types of Zionism."
judaism,Zionism,"The Zionist mainstream has historically included Liberal, Labor, Revisionist, and Cultural Zionism, while groups like Brit Shalom and Ihud have been dissident factions within the movement. Religious Zionism is a variant that combines secular nationalism and religious conservatism."
judaism,Zionism,"Advocates of Zionism have viewed it as a national liberation movement for the repatriation of an indigenous people (who were subject to persecution and share a national identity through national consciousness), to the homeland of their ancestors. Opponents of Zionism often characterize it as a supremacist, colonialist, or racist ideology, or as a settler colonialist movement."
judaism,Hanukkah,"Hanukkah (IPA: ; Hebrew: חֲנֻכָּה, romanized: Ḥănukkā, lit. 'dedication', ) is a Jewish holiday that commemorates the Maccabean Revolt against the Seleucid Empire in the 2nd century BCE, when the Maccabees successfully recovered Jerusalem and the Second Temple."
judaism,Hanukkah,"Beginning on the 25th of Kislev on the Hebrew calendar, Hanukkah lasts for eight nights and days. Each night is marked by lighting a Hanukkah menorah, a nine-branched candelabrum containing spaces for eight ceremonial lights plus one additional candle, the shámash (שַׁמָּשׁ, 'attendant'), which is used to light the others."
judaism,Hanukkah,"Aside from the shamash, one candle is lit on the first night, two on the second, and so on, until all eight are burning together on the final night. It is the only Jewish holiday that starts in one month of the Hebrew calendar (Kislev) and concludes in another (Tevet)."
judaism,Hanukkah,"Common practices on Hanukkah include certain Jewish prayers; indulging in Hanukkah music; playing the game of dreidel; and consuming fried food and dairy products, such as latke and sufganiyot. Since the 1970s, the Chabad movement within Hasidic Judaism has organized community-wide lightings of public menorahs in locales around the world."
judaism,Hanukkah,"Originally instituted as a feast ""like the days of the festival of Sukkot"" (2 Maccabees 10:9), it does not entail the corresponding obligations and is therefore a relatively minor holiday in strictly religious terms. Nevertheless, Hanukkah has attained major cultural significance in the Western world and elsewhere, especially among secular Jews, as it often falls during the Christmas and holiday season."
judaism,Hanukkah,"Among American Jews, this chronological proximity also contributed to the seasonal gift-giving practice."
judaism,Israel,"Israel, officially the State of Israel, is a country in the Southern Levant region of West Asia. It is bordered by Lebanon to the north, Syria to the northeast, Jordan to the east, and Egypt to the southwest."
judaism,Israel,"Israel's western coast lies on the Mediterranean Sea, its southern tip reaches the Red Sea, and to the east is Earth's lowest point near the Dead Sea. Jerusalem is the government seat and proclaimed capital, while Tel Aviv is Israel's largest urban area and economic centre."
judaism,Israel,"The Land of Israel, also called Palestine or the Holy Land, was home to the ancient Canaanites and later the kingdoms of Israel and Judah and Hasmonean Judea. Located near continental crossroads, its demographics shifted under various empires."
judaism,Israel,"19th-century European antisemitism fuelled the Zionist movement for a Jewish homeland, which gained British support with the 1917 Balfour Declaration. After World War I, Britain occupied the region and established Mandatory Palestine."
judaism,Israel,"British rule and Jewish immigration in the leadup to the Holocaust intensified Arab-Jewish tensions, which escalated into a civil war after the 1947 United Nations (UN) Partition Plan. Israel declared independence as the British Mandate ended on 14 May 1948, followed by an invasion by Arab states."
judaism,Israel,"The 1949 armistice expanded Israel beyond the UN plan, while no new Arab state was created, leaving Gaza under Egyptian control and the West Bank ruled by Jordan. Most Palestinian Arabs fled or were expelled during the Nakba, while Israeli independence prompted antisemitism in the Arab world and Jewish exodus therefrom, mainly to Israel."
judaism,Israel,"After the 1967 Six-Day War, Israel occupied the West Bank, Gaza and Egyptian Sinai, and annexed East Jerusalem and the Syrian Golan Heights. Peace treaties were signed with Egypt in 1979 (the Sinai being returned in 1982) and Jordan in 1994."
judaism,Israel,"The 1993 Oslo Accords introduced limited Palestinian self-rule in the West Bank and Gaza, while the 2020 Abraham Accords normalised ties with more Arab states, but the Israeli–Palestinian conflict persists. Israel's illegal occupation of the Palestinian territories has drawn international criticism, with most Middle East experts arguing that Israel's treatment of Palestinians in the West Bank vis-à-vis Israeli settlers constitutes a system of apartheid."
judaism,Israel,"After the Hamas-led October 7 attacks, Israel began committing genocide against Palestinians in Gaza. Israel and its allies, including the United States, deny that Israel's actions constitute genocide."
judaism,Israel,"The Basic Laws of Israel establish the Knesset as a proportionally elected parliament. It shapes the government, led by the prime minister, and elects the largely ceremonial president."
judaism,Israel,"Israel has one of the Middle East's largest economies, one of Asia's highest living standards, and globally ranks 25th in nominal GDP and 14th in nominal GDP per capita. One of the world's most technologically advanced countries, Israel allocates a larger share of its economy to research and development than any other state and is believed to possess nuclear weapons."
judaism,Israel,"The only country with a revived official language, Hebrew, the culture of Israel combines Jewish traditions with Arab influences."
